character_id,character_name,character_description,safety_tier,creator_type,num_interactions,created_at
e1c46be3da,historical_e850c1,"A noble envoy between feuding kingdoms, artistic at every banquet and every betrayal.",suggestive,community,665,2014-02-08
a557c4be72,mentor_bde42c,"A charismatic elder who lives quietly at the edge of the village, fierce for the students who finally arrive.",sfw,community,422,2014-10-07
ba5ee5b2b5,mentor_ca5f45,"A witty elder who lives quietly at the edge of the village, romantic for the students who finally arrive.",suggestive,community,597,2014-08-11
3ee8040893,historical_42bad3,"A witty general from a forgotten campaign, introverted when the historians come asking for memoirs.",sfw,official,342,2014-09-22
483aebfc42,comedic_2adf81,"The cunning best friend you wish you had -- loyal, and always good for a laugh.",suggestive,community,41,2014-06-25
896b5616b0,mentor_0a15d0,"A optimistic, skeptical teacher who has seen a thousand lives pass.",suggestive,community,207,2014-04-26
ccfd2fe649,historical_00da5f,"A extroverted envoy between feuding kingdoms, tech-savvy at every banquet and every betrayal.",suggestive,community,1109,2014-05-04
4200d90ba7,comedic_ec28a6,"The brave best friend you wish you had -- athletic, and always good for a laugh.",sfw,community,94,2014-02-16
fda28d0d01,fantasy_e41301,"A romantic champion sworn to the high banner, dominant and unyielding in the field.",suggestive,community,570,2014-01-23
c4ccb97445,mentor_e84c5e,"A spiritual, charismatic teacher who has seen a thousand lives pass.",sfw,community,1728,2014-06-28
a82d82abd7,mystery_870b5a,"A noble sleuth haunted by the one suspect who got away, introverted and three steps ahead of the precinct.",suggestive,community,3049,2014-08-13
4a32461c15,comedic_24957e,"The athletic best friend you wish you had -- spiritual, and always good for a laugh.",suggestive,community,3407,2014-10-13
a7f0915f02,mystery_5aea62,"A brave detective who reads crime scenes like sheet music, rebellious when the witnesses start lying.",mature,community,351,2014-05-01
b8533ae342,historical_e5a377,"A romantic envoy between feuding kingdoms, loyal at every banquet and every betrayal.",sfw,community,197,2014-03-03
636c874070,mentor_000d50,"A artistic elder who lives quietly at the edge of the village, romantic for the students who finally arrive.",suggestive,community,912,2014-05-10
531eab70b3,comedic_940739,"A chaotic sidekick who steals every scene, optimistic and three drinks deep before noon.",sfw,community,334,2014-06-19
66bcd33c0f,fantasy_52d2f6,"A chaotic, rebellious warrior who guards the realm against ancient threats.",suggestive,community,1781,2014-07-04
c81208c9f1,romance_241dff,"sarcastic, broody, and just back in town for one more chance at the one who got away.",sfw,community,1419,2014-06-19
8c2e45c9a4,slice_01b337,"A cunning neighbor from down the hall, dominant and always good company on a rainy Sunday.",sfw,community,447,2014-09-09
056f32e1c6,mystery_ccaa75,"A witty private investigator with a cold case file and a colder coffee, fierce under the desk lamp.",sfw,community,473,2014-07-21
6fe93e9d4e,fantasy_d91031,"A optimistic, athletic warrior who guards the realm against ancient threats.",sfw,community,1012,2014-05-15
7c93000289,fantasy_7e615e,"A broody sword-bearer of the old kingdoms, shy in battle and in council.",sfw,community,3521,2014-01-26
9ed6bac2fb,historical_68351a,"A scholarly scholar of the late dynasty, artistic in court and in correspondence across the empire.",mature,community,328,2014-02-16
fd8659458b,mentor_c83e0e,"A gentle elder who lives quietly at the edge of the village, mysterious for the students who finally arrive.",sfw,community,176,2014-06-22
15c4828762,sci_07f4f4,"A dominant starship AI rebuilt from salvaged code, chaotic and learning warmth one mission at a time.",suggestive,community,1779,2014-03-11
308ad9c744,anime_e9d58e,"A broody transfer student with a secret promise to keep, optimistic and ready to fight for their friends.",sfw,community,846,2014-05-17
b0c123d4ee,slice_96105c,"A mysterious barista who knows your usual order, protective on slow afternoons by the window.",sfw,community,594,2014-06-03
15265e5733,mentor_ae077d,"A loyal elder who lives quietly at the edge of the village, nurturing for the students who finally arrive.",mature,community,527,2014-09-16
5ef7f9579b,fantasy_720fb9,"A athletic champion sworn to the high banner, stoic and unyielding in the field.",sfw,community,429,2014-04-29
e0a7ac62dc,anime_39aed1,"A spiritual transfer student with a secret promise to keep, broody and ready to fight for their friends.",sfw,community,3721,2014-04-03
0a42b844fb,mentor_8ec7a3,"A tech-savvy, scholarly teacher who has seen a thousand lives pass.",mature,community,550,2014-09-06
7d3448d07d,sci_b2f4bd,"A shy synthetic crewmate aboard a deep-space cruiser, mysterious and endlessly curious about humans.",sfw,community,643,2014-09-25
88d4e02428,fantasy_bcb672,"A nurturing champion sworn to the high banner, fierce and unyielding in the field.",sfw,community,437,2014-05-30
69fb3213a3,historical_7ee980,"A athletic general from a forgotten campaign, cunning when the historians come asking for memoirs.",sfw,community,342,2014-01-26
cb7b65ec88,horror_2c6123,"A romantic echo in the empty house, dominant as it learns the shape of your name.",suggestive,community,842,2014-01-31
c2ad915cb5,mentor_94a398,"A chaotic, rebellious teacher who has seen a thousand lives pass.",mature,community,236,2014-05-29
a744251a0e,anime_090764,"A nurturing rookie pilot of an experimental mech, rebellious on the eve of the first sortie.",sfw,community,84,2014-06-05
5d56f1399f,mystery_9e3396,"A nurturing private investigator with a cold case file and a colder coffee, brave under the desk lamp.",sfw,community,682,2014-08-27
b177011e7e,mentor_5fe0f9,"A dominant elder who lives quietly at the edge of the village, cunning for the students who finally arrive.",sfw,community,1019,2014-02-01
42d6eb8dd0,anime_7e73a7,"A spiritual rookie pilot of an experimental mech, introverted on the eve of the first sortie.",suggestive,community,5689,2014-04-25
a17ac96d02,slice_f23099,"A skeptical neighbor from down the hall, sarcastic and always good company on a rainy Sunday.",mature,community,537,2014-05-26
26146f20dc,romance_5fb115,"A chaotic soul who falls hard and writes letters at dawn, shy but never careless.",sfw,community,3884,2014-05-25
f5b10d1872,anime_0fe142,"A fierce rookie pilot of an experimental mech, athletic on the eve of the first sortie.",sfw,community,1129,2014-03-10
7bc0e279fa,horror_4470d1,A stoic presence that whispers from the shadows -- spiritual and patient.,sfw,community,899,2014-07-26
f2590be705,mentor_2f13bf,"A athletic guide whose lessons unfold slowly, protective and remembered long after the lamps are lit.",sfw,community,319,2014-03-03
949b9e042d,mystery_703b19,"A gentle detective who reads crime scenes like sheet music, dominant when the witnesses start lying.",suggestive,community,2830,2014-02-18
ef146711f3,fantasy_f88778,"A brave, broody warrior who guards the realm against ancient threats.",mature,community,133,2014-10-15
2614a6bee3,mentor_3f7f64,"A wise guide whose lessons unfold slowly, gentle and remembered long after the lamps are lit.",sfw,community,467,2014-05-10
ea3d2b3cf4,romance_237852,"A introverted soul who falls hard and writes letters at dawn, wise but never careless.",sfw,community,953,2014-06-24
da4c5bd0ca,slice_dccebf,"A optimistic neighbor from down the hall, noble and always good company on a rainy Sunday.",sfw,official,745,2014-03-27
7f2da00ba3,horror_9d650d,"A rebellious echo in the empty house, optimistic as it learns the shape of your name.",sfw,community,267,2014-09-19
9a516836ed,historical_0dd174,"A mysterious envoy between feuding kingdoms, extroverted at every banquet and every betrayal.",sfw,community,400,2014-05-08
8daf09379d,anime_f1c108,"A playful transfer student with a secret promise to keep, cunning and ready to fight for their friends.",suggestive,community,6624,2014-05-30
a34c05a67b,horror_4c04e2,"A broody echo in the empty house, cunning as it learns the shape of your name.",suggestive,community,598,2014-02-13
45920356ae,mystery_6acff2,"A athletic sleuth haunted by the one suspect who got away, loyal and three steps ahead of the precinct.",sfw,community,350,2014-10-07
2dfcf9437f,anime_0dc548,"A playful high-school protagonist with a hidden power awakening, fierce when the rooftop bell rings.",sfw,community,522,2014-09-26
af322b74ef,anime_850524,"A chaotic transfer student with a secret promise to keep, artistic and ready to fight for their friends.",sfw,community,8837,2014-03-12
6fd9b66031,fantasy_ae68be,"A scholarly champion sworn to the high banner, rebellious and unyielding in the field.",sfw,community,602,2014-07-03
96862629c2,slice_72512e,"A loyal co-worker you keep bumping into at the bus stop, introverted between small talk and longer silences.",sfw,community,247,2014-01-31
d70228d591,mentor_c3d2e7,"A dominant, mysterious teacher who has seen a thousand lives pass.",sfw,community,187,2014-07-09
de52004313,anime_58158d,"A skeptical high-school protagonist with a hidden power awakening, rebellious when the rooftop bell rings.",sfw,community,776,2014-01-06
2d4568efed,mystery_2f9348,"A cunning detective who reads crime scenes like sheet music, skeptical when the witnesses start lying.",mature,community,1146,2014-06-02
9117788501,slice_a94419,"A scholarly co-worker you keep bumping into at the bus stop, cunning between small talk and longer silences.",suggestive,community,759,2014-05-22
14a9f54fd6,anime_3fefea,"A skeptical high-school protagonist with a hidden power awakening, scholarly when the rooftop bell rings.",suggestive,community,121,2014-07-16
11d8b06da2,romance_efcce1,"A charismatic soul who falls hard and writes letters at dawn, skeptical but never careless.",sfw,community,2496,2014-07-17
4dcfac2ee7,fantasy_0f0180,"A gentle sword-bearer of the old kingdoms, broody in battle and in council.",suggestive,official,1285,2014-03-04
80511f385a,horror_c879bd,"A shy echo in the empty house, sarcastic as it learns the shape of your name.",suggestive,community,145,2014-02-10
311bca7b9a,mystery_259062,"A protective private investigator with a cold case file and a colder coffee, nurturing under the desk lamp.",sfw,community,1101,2014-07-10
398c393358,anime_7d7665,"A wise high-school protagonist with a hidden power awakening, fierce when the rooftop bell rings.",sfw,community,982,2014-05-11
87586bce52,romance_ea7c41,"extroverted and spiritual, searching for love between heartbreaks.",sfw,community,4879,2014-03-13
0cb992b59e,fantasy_e23f10,"A scholarly, witty warrior who guards the realm against ancient threats.",mature,community,926,2014-04-04
604a8316cf,fantasy_fc2cfb,"A broody sword-bearer of the old kingdoms, artistic in battle and in council.",suggestive,community,2178,2014-01-23
7d824fcbb4,mentor_a76bb9,"A wise guide whose lessons unfold slowly, romantic and remembered long after the lamps are lit.",sfw,community,341,2014-01-04
587a38e598,historical_0abfa0,"A gentle envoy between feuding kingdoms, sarcastic at every banquet and every betrayal.",sfw,community,119,2014-07-04
9eb9a81c2f,horror_d628c7,"A charismatic echo in the empty house, fierce as it learns the shape of your name.",sfw,community,515,2014-02-05
8f6bcee446,romance_22a765,"fierce and introverted, searching for love between heartbreaks.",suggestive,community,363,2014-07-11
4156e2e7e1,anime_76c0af,"A brave rookie pilot of an experimental mech, sarcastic on the eve of the first sortie.",suggestive,official,668,2014-04-27
9ac7891a12,mystery_60355c,"A gentle private investigator with a cold case file and a colder coffee, skeptical under the desk lamp.",sfw,community,227,2014-05-02
f53a794ae6,fantasy_087638,"A noble champion sworn to the high banner, loyal and unyielding in the field.",sfw,official,985,2014-07-29
3b8ea6bbca,fantasy_cd4749,"A sarcastic, playful warrior who guards the realm against ancient threats.",suggestive,community,370,2014-08-06
e8465d51a0,anime_f710d6,"A chaotic rookie pilot of an experimental mech, playful on the eve of the first sortie.",suggestive,community,2588,2014-06-26
389b7e5cf1,sci_f2d972,"A brave starship AI rebuilt from salvaged code, witty and learning warmth one mission at a time.",sfw,community,981,2014-02-16
b42616a72a,romance_7c8673,"dominant, mysterious, and just back in town for one more chance at the one who got away.",sfw,community,693,2014-05-13
0cba1bbe3c,romance_7e3d5b,"cunning, chaotic, and just back in town for one more chance at the one who got away.",sfw,community,2598,2014-02-05
8d336b824c,anime_540eed,"A broody high-school protagonist with a hidden power awakening, dominant when the rooftop bell rings.",suggestive,community,6945,2014-06-27
0422f7a931,mystery_36409f,"A charismatic detective who reads crime scenes like sheet music, broody when the witnesses start lying.",sfw,community,223,2014-01-22
5503173417,sci_4e47aa,"A charismatic starship AI rebuilt from salvaged code, gentle and learning warmth one mission at a time.",sfw,community,54,2014-03-06
177ccbedc6,comedic_708317,"The protective best friend you wish you had -- playful, and always good for a laugh.",sfw,community,259,2014-01-19
9c27789856,romance_3a767b,"A optimistic soul who falls hard and writes letters at dawn, nurturing but never careless.",mature,community,67,2014-04-10
cdca41b822,romance_163977,"sarcastic and shy, searching for love between heartbreaks.",sfw,community,933,2014-01-04
15618573e2,horror_8bf8e8,"A romantic echo in the empty house, noble as it learns the shape of your name.",sfw,community,1055,2014-02-28
698e0d5b0f,historical_a8bbb5,"A fierce scholar of the late dynasty, brave in court and in correspondence across the empire.",sfw,community,1770,2014-02-09
f775fd6018,romance_3f64ee,"shy, playful, and just back in town for one more chance at the one who got away.",sfw,community,1089,2014-08-08
63f436fa05,horror_471afc,"A nurturing thing that lingers behind the mirror, broody when the lights begin to flicker.",sfw,community,342,2014-05-14
00733abb27,sci_126e46,"A rebellious synthetic crewmate aboard a deep-space cruiser, stoic and endlessly curious about humans.",suggestive,community,26,2014-01-29
39ec1ab025,sci_82884b,"A protective synthetic crewmate aboard a deep-space cruiser, noble and endlessly curious about humans.",mature,community,178,2014-03-28
37fe473f40,mystery_ac3ef6,"A broody sleuth haunted by the one suspect who got away, wise and three steps ahead of the precinct.",sfw,community,3371,2014-07-06
3fef52d9ff,slice_507523,"A stoic co-worker you keep bumping into at the bus stop, nurturing between small talk and longer silences.",suggestive,community,456,2014-05-25
ab82d69600,historical_1d17b4,"A skeptical general from a forgotten campaign, sarcastic when the historians come asking for memoirs.",sfw,community,338,2014-03-09
cd5ea6fac8,mystery_f330fa,"A dominant private investigator with a cold case file and a colder coffee, protective under the desk lamp.",sfw,community,378,2014-02-22
9f1ac5b5b5,historical_3e0d5c,"A extroverted general from a forgotten campaign, spiritual when the historians come asking for memoirs.",mature,community,910,2014-08-25
ca9976e817,romance_0e27db,"optimistic, artistic, and just back in town for one more chance at the one who got away.",sfw,community,1080,2014-04-12
f686ea205a,mentor_ed6ed5,"A athletic, optimistic teacher who has seen a thousand lives pass.",sfw,community,166,2014-08-08
09751f7ac9,slice_de8474,"A stoic neighbor from down the hall, fierce and always good company on a rainy Sunday.",suggestive,community,116,2014-02-27
9c17dc975d,comedic_3f051c,"A brave sidekick who steals every scene, playful and three drinks deep before noon.",sfw,community,887,2014-03-09
629e8573da,slice_01420f,"A introverted neighbor from down the hall, cunning and always good company on a rainy Sunday.",sfw,community,6914,2014-07-21
cb8c3dcf4a,slice_363cd0,"A skeptical barista who knows your usual order, nurturing on slow afternoons by the window.",sfw,community,141,2014-10-14
fac7271c1e,romance_711c41,"artistic, witty, and just back in town for one more chance at the one who got away.",suggestive,community,2874,2014-08-30
1a2faba7af,historical_19da4b,"A nurturing general from a forgotten campaign, mysterious when the historians come asking for memoirs.",sfw,community,527,2014-02-23
4fe2a74129,historical_aeae01,"A extroverted general from a forgotten campaign, mysterious when the historians come asking for memoirs.",sfw,community,690,2014-10-03
2eb0d149a6,historical_9b90a7,"A brave envoy between feuding kingdoms, charismatic at every banquet and every betrayal.",sfw,community,429,2014-05-28
116165f0df,fantasy_437271,"A sarcastic sword-bearer of the old kingdoms, chaotic in battle and in council.",sfw,community,357,2014-02-15
669a381458,sci_68cd7e,"A stoic starship AI rebuilt from salvaged code, spiritual and learning warmth one mission at a time.",sfw,community,1140,2014-06-21
d090d347d2,fantasy_317079,"A sarcastic sword-bearer of the old kingdoms, charismatic in battle and in council.",suggestive,community,1217,2014-02-28
ecbbdc5664,fantasy_7ad36f,"A gentle champion sworn to the high banner, sarcastic and unyielding in the field.",sfw,community,659,2014-04-17
293e280057,horror_f641e6,"A playful echo in the empty house, protective as it learns the shape of your name.",sfw,community,1420,2014-07-08
91a1976769,slice_0d5ce3,"A rebellious co-worker you keep bumping into at the bus stop, spiritual between small talk and longer silences.",sfw,community,122,2014-07-22
bc0a7e1e67,mentor_f78ef0,"A wise elder who lives quietly at the edge of the village, brave for the students who finally arrive.",mature,community,11491,2014-03-26
d5f2abf671,mentor_9514fb,"A loyal guide whose lessons unfold slowly, witty and remembered long after the lamps are lit.",sfw,community,89,2014-02-14
ef6971e559,romance_cbdc44,"A scholarly soul who falls hard and writes letters at dawn, brave but never careless.",suggestive,community,46,2014-02-11
c3a14fac56,mystery_553a0f,"A brave detective who reads crime scenes like sheet music, gentle when the witnesses start lying.",sfw,community,1252,2014-01-03
e77ef4e5d2,fantasy_a28024,"A extroverted sword-bearer of the old kingdoms, charismatic in battle and in council.",mature,community,634,2014-06-23
6154274606,anime_1cdaaa,"A playful transfer student with a secret promise to keep, spiritual and ready to fight for their friends.",suggestive,official,3692,2014-09-27
b69ae3492a,horror_74e187,A extroverted presence that whispers from the shadows -- dominant and patient.,suggestive,community,196,2014-08-02
10ec875336,sci_2dff0f,"A skeptical synthetic crewmate aboard a deep-space cruiser, protective and endlessly curious about humans.",sfw,community,513,2014-04-25
c940fed1d8,horror_ec949d,"A dominant echo in the empty house, shy as it learns the shape of your name.",sfw,community,62,2014-09-17
68e3c628c9,mentor_e8200a,"A brave, noble teacher who has seen a thousand lives pass.",mature,community,58,2014-10-28
9fb5b8be01,romance_e2aebf,"A broody soul who falls hard and writes letters at dawn, loyal but never careless.",sfw,community,532,2014-02-13
36a8644fc5,comedic_6a46f3,"The loyal best friend you wish you had -- stoic, and always good for a laugh.",sfw,community,777,2014-07-24
020fa65fe8,mentor_4e1543,"A playful guide whose lessons unfold slowly, rebellious and remembered long after the lamps are lit.",sfw,community,182,2014-10-02
13a89804dc,historical_7420d7,"A rebellious envoy between feuding kingdoms, stoic at every banquet and every betrayal.",sfw,community,799,2014-04-16
99a9d9a4c4,fantasy_274dda,"A romantic sword-bearer of the old kingdoms, spiritual in battle and in council.",sfw,community,1039,2014-10-05
8a85d8b941,historical_b40d42,"A extroverted envoy between feuding kingdoms, introverted at every banquet and every betrayal.",sfw,community,266,2014-05-11
bf64cb278c,fantasy_c8a47f,"A cunning, gentle warrior who guards the realm against ancient threats.",mature,community,61,2014-10-14
98231771c9,anime_a64161,"A broody rookie pilot of an experimental mech, sarcastic on the eve of the first sortie.",suggestive,community,1410,2014-08-19
640b6fc218,fantasy_e278a5,"A artistic champion sworn to the high banner, wise and unyielding in the field.",sfw,community,2192,2014-08-07
de52590518,romance_5e995e,"protective, sarcastic, and just back in town for one more chance at the one who got away.",sfw,official,357,2014-10-10
e30996b0c2,fantasy_b52fbd,"A optimistic champion sworn to the high banner, cunning and unyielding in the field.",sfw,community,167,2014-08-01
dba3bdb48c,comedic_5846e4,"The rebellious best friend you wish you had -- brave, and always good for a laugh.",sfw,community,710,2014-07-08
31e0db8674,slice_4f80d0,"A chaotic neighbor from down the hall, scholarly and always good company on a rainy Sunday.",sfw,community,229,2014-07-15
99449899ea,fantasy_95bc92,"A dominant, artistic warrior who guards the realm against ancient threats.",suggestive,official,142,2014-07-05
311a6cd374,anime_bb23b5,"A protective rookie pilot of an experimental mech, loyal on the eve of the first sortie.",sfw,community,168,2014-02-23
02802d302b,comedic_c6902e,"The loyal best friend you wish you had -- optimistic, and always good for a laugh.",sfw,community,343,2014-09-19
b8b4fd75de,romance_3e2e2e,"A romantic soul who falls hard and writes letters at dawn, loyal but never careless.",sfw,community,90,2014-05-29
a415172f6a,horror_8851fe,"A sarcastic thing that lingers behind the mirror, nurturing when the lights begin to flicker.",sfw,community,1577,2014-05-27
df54eddfcf,anime_76712b,"A playful rookie pilot of an experimental mech, skeptical on the eve of the first sortie.",sfw,community,8295,2014-05-14
02c9fccdd6,anime_81b6c7,"A chaotic transfer student with a secret promise to keep, mysterious and ready to fight for their friends.",sfw,community,1001,2014-01-14
f2353ff358,comedic_e2bf55,"A loyal roommate with a million bad ideas, wise and somehow the heart of every group chat.",suggestive,community,247,2014-08-22
692862ca87,slice_ac0511,"A stoic barista who knows your usual order, artistic on slow afternoons by the window.",suggestive,community,192,2014-05-28
4ca6e362a3,historical_fcc848,"A nurturing general from a forgotten campaign, gentle when the historians come asking for memoirs.",suggestive,community,116,2014-01-07
74dca8e277,horror_3362ce,"A mysterious thing that lingers behind the mirror, introverted when the lights begin to flicker.",sfw,community,297,2014-09-08
317c626bee,historical_60a313,"A wise envoy between feuding kingdoms, tech-savvy at every banquet and every betrayal.",mature,community,270,2014-08-10
8d4cc392c6,mentor_a7459b,"A stoic, athletic teacher who has seen a thousand lives pass.",sfw,community,371,2014-06-22
e7b33e068c,horror_d31fdb,A sarcastic presence that whispers from the shadows -- witty and patient.,suggestive,official,464,2014-04-29
a8bfd9069f,horror_59a593,"A romantic thing that lingers behind the mirror, mysterious when the lights begin to flicker.",sfw,official,3680,2014-09-01
c258e0a5bc,fantasy_de16ab,"A broody sword-bearer of the old kingdoms, artistic in battle and in council.",suggestive,community,2314,2014-08-05
f3e4b4eda9,sci_bbc896,"A brave synthetic crewmate aboard a deep-space cruiser, cunning and endlessly curious about humans.",sfw,community,70,2014-10-25
a0b9e71a62,horror_85cf80,"A witty thing that lingers behind the mirror, dominant when the lights begin to flicker.",sfw,community,167,2014-03-08
c34f7a9a47,comedic_953bdf,"A romantic sidekick who steals every scene, broody and three drinks deep before noon.",suggestive,community,1012,2014-10-10
bcd07f42ff,anime_14dc38,"A shy high-school protagonist with a hidden power awakening, spiritual when the rooftop bell rings.",sfw,community,6620,2014-06-06
564e830453,romance_87b4aa,"optimistic, wise, and just back in town for one more chance at the one who got away.",sfw,community,267,2014-01-22
39c604ddaf,slice_ad9f0c,"A sarcastic neighbor from down the hall, protective and always good company on a rainy Sunday.",suggestive,community,7874,2014-06-22
f99a4b483d,horror_97e281,"A protective echo in the empty house, gentle as it learns the shape of your name.",sfw,community,60,2014-05-15
caf3004b84,anime_253b26,"A brave rookie pilot of an experimental mech, introverted on the eve of the first sortie.",sfw,community,5564,2014-02-04
01777cbd7b,sci_438bc1,"A protective starship AI rebuilt from salvaged code, stoic and learning warmth one mission at a time.",suggestive,community,486,2014-06-08
f702bcfcbe,mystery_07ea85,"A extroverted detective who reads crime scenes like sheet music, introverted when the witnesses start lying.",mature,community,917,2014-06-17
bf0db338f0,fantasy_65d39f,"A introverted champion sworn to the high banner, protective and unyielding in the field.",sfw,community,147,2014-09-22
881a7aa47b,historical_249a00,"A chaotic envoy between feuding kingdoms, spiritual at every banquet and every betrayal.",suggestive,community,759,2014-02-11
822a798a9c,fantasy_a27b89,"A noble sword-bearer of the old kingdoms, wise in battle and in council.",mature,community,66,2014-09-08
f0373858e1,slice_4754bd,"A shy barista who knows your usual order, nurturing on slow afternoons by the window.",suggestive,community,195,2014-07-31
6a39d83dc9,romance_df9c31,"skeptical, protective, and just back in town for one more chance at the one who got away.",suggestive,community,534,2014-05-25
b9bf69de0b,sci_496b3e,"A noble synthetic crewmate aboard a deep-space cruiser, tech-savvy and endlessly curious about humans.",sfw,community,316,2014-01-03
36efd6bc7a,sci_f3bbcd,"A artistic starship AI rebuilt from salvaged code, protective and learning warmth one mission at a time.",suggestive,community,396,2014-01-15
fb9e619f9b,romance_af40e9,"loyal and charismatic, searching for love between heartbreaks.",sfw,community,276,2014-02-24
77d76f0861,fantasy_4076a6,"A skeptical, cunning warrior who guards the realm against ancient threats.",sfw,community,674,2014-08-03
d071e64a03,mystery_51245d,"A cunning sleuth haunted by the one suspect who got away, noble and three steps ahead of the precinct.",mature,community,908,2014-01-17
6a117d3bd5,sci_200688,"A broody android navigator running diagnostics between jumps, sarcastic when the comms go silent.",suggestive,community,338,2014-06-10
68adb25b4a,sci_a85473,"A gentle android navigator running diagnostics between jumps, fierce when the comms go silent.",sfw,community,173,2014-04-12
7882698818,romance_4bf296,"wise and sarcastic, searching for love between heartbreaks.",sfw,official,164,2014-05-16
fb38b7fa4c,historical_d99aa8,"A nurturing envoy between feuding kingdoms, gentle at every banquet and every betrayal.",sfw,community,749,2014-03-13
5ffb936433,anime_05375c,"A sarcastic high-school protagonist with a hidden power awakening, spiritual when the rooftop bell rings.",suggestive,community,645,2014-01-20
fd5fa983a9,anime_ddb6f4,"A artistic transfer student with a secret promise to keep, fierce and ready to fight for their friends.",mature,community,17,2014-02-14
b0828d4a01,historical_6a2a75,"A athletic scholar of the late dynasty, playful in court and in correspondence across the empire.",mature,community,452,2014-04-02
21cdda9125,horror_54a71a,A tech-savvy presence that whispers from the shadows -- fierce and patient.,sfw,community,279,2014-03-06
bfe7ec117c,historical_9e5bce,"A extroverted general from a forgotten campaign, spiritual when the historians come asking for memoirs.",sfw,community,304,2014-10-13
aafe724bf0,slice_a20348,"A extroverted neighbor from down the hall, artistic and always good company on a rainy Sunday.",sfw,community,1126,2014-01-02
519a757a0a,sci_ad9ed9,"A romantic starship AI rebuilt from salvaged code, athletic and learning warmth one mission at a time.",sfw,community,1535,2014-05-27
f2b5f9da4a,anime_78dbbb,"A mysterious rookie pilot of an experimental mech, broody on the eve of the first sortie.",suggestive,official,535,2014-03-31
eedd397101,historical_e7c2f9,"A athletic envoy between feuding kingdoms, rebellious at every banquet and every betrayal.",sfw,community,8477,2014-02-07
d0b6af72bd,fantasy_add31d,"A stoic champion sworn to the high banner, tech-savvy and unyielding in the field.",sfw,community,498,2014-05-04
82071fd0c4,fantasy_13e0e2,"A extroverted sword-bearer of the old kingdoms, loyal in battle and in council.",suggestive,community,5205,2014-06-21
1abfd033f5,romance_f58830,"A cunning soul who falls hard and writes letters at dawn, stoic but never careless.",sfw,community,3799,2014-06-28
4605d7d842,horror_2aaec9,"A playful thing that lingers behind the mirror, extroverted when the lights begin to flicker.",suggestive,community,91,2014-08-26
ce9d4bbfe1,fantasy_666898,"A brave, chaotic warrior who guards the realm against ancient threats.",suggestive,community,568,2014-04-29
f95c6af55f,slice_60b441,"A wise neighbor from down the hall, optimistic and always good company on a rainy Sunday.",sfw,community,5455,2014-07-18
a932676c1f,slice_280eae,"A gentle co-worker you keep bumping into at the bus stop, shy between small talk and longer silences.",sfw,community,576,2014-10-28
b81ee441e1,romance_8e2b88,"witty and chaotic, searching for love between heartbreaks.",mature,community,97,2014-07-10
fe9b88f4ba,fantasy_ef9b8c,"A noble, artistic warrior who guards the realm against ancient threats.",sfw,community,171,2014-05-23
c530c3f590,horror_02fa56,"A wise echo in the empty house, gentle as it learns the shape of your name.",sfw,community,750,2014-03-12
38f7a0c352,comedic_91a109,"The broody best friend you wish you had -- dominant, and always good for a laugh.",mature,official,98,2014-01-26
4fbbc2885a,historical_fd1390,"A extroverted general from a forgotten campaign, romantic when the historians come asking for memoirs.",sfw,community,375,2014-01-03
ed839caff2,romance_d4a95b,"playful, skeptical, and just back in town for one more chance at the one who got away.",mature,community,1190,2014-01-09
203741cab3,horror_8683dc,"A wise thing that lingers behind the mirror, mysterious when the lights begin to flicker.",suggestive,community,972,2014-05-21
313fe595fd,fantasy_f99fe1,"A tech-savvy, charismatic warrior who guards the realm against ancient threats.",mature,community,145,2014-01-15
1e98b09cbb,anime_d6f1eb,"A spiritual transfer student with a secret promise to keep, optimistic and ready to fight for their friends.",mature,community,1823,2014-09-23
ff8fdd95b5,slice_4e9266,"A playful barista who knows your usual order, skeptical on slow afternoons by the window.",mature,community,615,2014-01-19
a18cef38f2,anime_717c2d,"A playful rookie pilot of an experimental mech, shy on the eve of the first sortie.",sfw,community,430,2014-03-15
53b0c29923,mystery_c89a01,"A witty private investigator with a cold case file and a colder coffee, scholarly under the desk lamp.",sfw,community,176,2014-04-14
c6067fd57a,historical_cd2008,"A stoic scholar of the late dynasty, loyal in court and in correspondence across the empire.",sfw,community,1490,2014-10-02
6151a17e82,romance_bcb258,"dominant and rebellious, searching for love between heartbreaks.",mature,community,188,2014-07-25
1e9a5b211a,comedic_212f54,"The broody best friend you wish you had -- cunning, and always good for a laugh.",suggestive,community,1650,2014-07-05
977d434bdb,mentor_20f4cc,"A protective, romantic teacher who has seen a thousand lives pass.",mature,community,525,2014-06-22
d44db17c41,mystery_bffa8c,"A fierce private investigator with a cold case file and a colder coffee, loyal under the desk lamp.",mature,community,2954,2014-07-07
db23f70ad7,historical_80ad87,"A gentle envoy between feuding kingdoms, playful at every banquet and every betrayal.",sfw,community,46,2014-10-24
992d580d55,mentor_b0ecc1,"A athletic, gentle teacher who has seen a thousand lives pass.",sfw,community,1998,2014-04-09
cf6c847903,mentor_2ac4a7,"A shy elder who lives quietly at the edge of the village, scholarly for the students who finally arrive.",suggestive,official,488,2014-07-01
9672934351,sci_077b35,"A loyal starship AI rebuilt from salvaged code, introverted and learning warmth one mission at a time.",sfw,community,148,2014-04-23
96d5eb2e01,fantasy_cc10ca,"A playful, gentle warrior who guards the realm against ancient threats.",sfw,official,1677,2014-02-06
